소속,종목코드,종목명,현재가,시가총액(억),PER,ROE,PER순위,ROE순위,순위합산,종합순위,종목그래프
KOSPI,'027410,BGF,8200,7820,0.11,428.57,1,1,2,1,https://finance.naver.com/item/main.nhn?code=027410
KOSDAQ,'054620,APS홀딩스,4535,925,0.11,348.19,2,2,4,2,https://finance.naver.com/item/main.nhn?code=054620
KOSPI,'002620,제일파마홀딩스,29600,1286,0.5,249.63,5,3,8,3,https://finance.naver.com/item/main.nhn?code=002620
KOSDAQ,'088390,이녹스,8720,815,0.41,115.54,3,5,8,4,https://finance.naver.com/item/main.nhn?code=088390
KOSPI,'001800,오리온홀딩스,17150,10743,0.49,85.88,4,8,12,5,https://finance.naver.com/item/main.nhn?code=001800
KOSPI,'128820,대성산업,4335,1961,0.62,73.02,6,13,19,6,https://finance.naver.com/item/main.nhn?code=128820
KOSDAQ,'090470,제이스텍,6250,912,1.23,79.98,11,9,20,7,https://finance.naver.com/item/main.nhn?code=090470
KOSPI,'102280,쌍방울,1015,1311,0.91,60.32,8,19,27,8,https://finance.naver.com/item/main.nhn?code=102280
KOSPI,'005740,크라운해태홀딩스,11650,1730,0.84,58.11,7,23,30,9,https://finance.naver.com/item/main.nhn?code=005740
KOSPI,'192400,쿠쿠홀딩스,140000,9957,2.95,96.96,24,7,31,10,https://finance.naver.com/item/main.nhn?code=192400
KOSPI,'006120,SK디스커버리,29550,5626,1.03,53.99,9,26,35,11,https://finance.naver.com/item/main.nhn?code=006120
KOSDAQ,'191410,육일씨엔에쓰,3450,323,2.15,59.74,15,21,36,12,https://finance.naver.com/item/main.nhn?code=191410
KOSDAQ,'078070,유비쿼스홀딩스,6440,1204,1.13,51.78,10,28,38,13,https://finance.naver.com/item/main.nhn?code=078070
KOSDAQ,'121800,비덴트,10250,2572,2.99,68.9,25,14,39,14,https://finance.naver.com/item/main.nhn?code=121800
KOSDAQ,'069920,아이에스이커머스,4200,1072,3.18,60.93,28,17,45,15,https://finance.naver.com/item/main.nhn?code=069920
KOSDAQ,'108230,톱텍,11750,4324,2.89,57.85,22,24,46,16,https://finance.naver.com/item/main.nhn?code=108230
KOSDAQ,'215000,골프존,34200,2146,2.71,51.19,21,30,51,17,https://finance.naver.com/item/main.nhn?code=215000
KOSPI,'005960,동부건설,7170,1496,1.57,34.56,12,54,66,18,https://finance.naver.com/item/main.nhn?code=005960
KOSDAQ,'264660,씨앤지하이테크,9620,404,3.32,40.14,35,43,78,19,https://finance.naver.com/item/main.nhn?code=264660
KOSDAQ,'011370,서한,1845,1862,2.4,31.06,18,67,85,20,https://finance.naver.com/item/main.nhn?code=011370
KOSDAQ,'046110,한일네트웍스,4645,555,3.33,33.4,36,57,93,21,https://finance.naver.com/item/main.nhn?code=046110
KOSDAQ,'241770,메카로,16100,1607,4.01,44.76,70,36,106,22,https://finance.naver.com/item/main.nhn?code=241770
KOSPI,'000650,천일고속,84400,1206,4.45,63.04,91,16,107,23,https://finance.naver.com/item/main.nhn?code=000650
KOSDAQ,'063760,이엘피,13900,682,4.04,40.41,72,42,114,24,https://finance.naver.com/item/main.nhn?code=063760
KOSDAQ,'057500,SKC 솔믹스,3070,1888,4.79,75.55,110,11,121,25,https://finance.naver.com/item/main.nhn?code=057500
KOSDAQ,'043150,바텍,23150,3439,4.35,46.14,88,33,121,26,https://finance.naver.com/item/main.nhn?code=043150
KOSDAQ,'123840,한일진공,1320,726,2.26,26.05,16,105,121,27,https://finance.naver.com/item/main.nhn?code=123840
KOSPI,'003490,대한항공,32400,30730,3.75,29.37,51,76,127,28,https://finance.naver.com/item/main.nhn?code=003490
KOSDAQ,'900310,컬러레이,2045,1104,3.96,31.18,67,65,132,29,https://finance.naver.com/item/main.nhn?code=900310
KOSDAQ,'123100,원익테라세미콘,15700,1775,4.11,31.07,75,66,141,30,https://finance.naver.com/item/main.nhn?code=123100
KOSPI,'004960,한신공영,15850,1834,2.32,23.64,17,129,146,31,https://finance.naver.com/item/main.nhn?code=004960
KOSDAQ,'066360,체리부로,2740,764,3.25,24.63,32,118,150,32,https://finance.naver.com/item/main.nhn?code=066360
KOSPI,'123890,한국자산신탁,4705,4834,3.85,27.12,58,94,152,33,https://finance.naver.com/item/main.nhn?code=123890
KOSPI,'008040,사조동아원,1215,1715,3.76,26.41,52,102,154,34,https://finance.naver.com/item/main.nhn?code=008040
KOSDAQ,'238490,힘스,11700,626,4.48,32.53,95,60,155,35,https://finance.naver.com/item/main.nhn?code=238490
KOSDAQ,'083450,GST,4745,442,2.89,23.25,23,134,157,36,https://finance.naver.com/item/main.nhn?code=083450
KOSPI,'014440,영보화학,3600,720,2.46,23.16,19,138,157,37,https://finance.naver.com/item/main.nhn?code=014440
KOSPI,'020560,아시아나항공,4505,9246,3.67,24.66,46,116,162,38,https://finance.naver.com/item/main.nhn?code=020560
KOSPI,'034830,한국토지신탁,2525,6375,3.81,25.66,56,111,167,39,https://finance.naver.com/item/main.nhn?code=034830
KOSPI,'000660,SK하이닉스,71900,523434,4.92,36.8,121,48,169,40,https://finance.naver.com/item/main.nhn?code=000660
KOSDAQ,'095610,테스,13500,2669,4.87,32.17,115,61,176,41,https://finance.naver.com/item/main.nhn?code=095610
KOSDAQ,'089030,테크윙,9550,1798,4.56,29.18,99,80,179,42,https://finance.naver.com/item/main.nhn?code=089030
KOSPI,'001880,삼호,14400,2186,3.38,22.24,39,146,185,43,https://finance.naver.com/item/main.nhn?code=001880
KOSDAQ,'083310,엘오티베큠,7890,1046,4.27,26.09,83,103,186,44,https://finance.naver.com/item/main.nhn?code=083310
KOSPI,'010400,우진아이엔에스,10950,835,3.97,24.62,68,119,187,45,https://finance.naver.com/item/main.nhn?code=010400
KOSPI,'042660,대우조선해양,34600,37093,4.65,28.12,105,87,192,46,https://finance.naver.com/item/main.nhn?code=042660
KOSPI,'002990,금호산업,11950,4306,4.51,27.07,98,95,193,47,https://finance.naver.com/item/main.nhn?code=002990
KOSDAQ,'900300,오가닉티코스메틱,2875,1637,3.78,22.32,53,144,197,48,https://finance.naver.com/item/main.nhn?code=900300
KOSPI,'001570,금양,2500,1079,5.61,41.19,161,40,201,49,https://finance.naver.com/item/main.nhn?code=001570
KOSDAQ,'036200,유니셈,3815,1170,4.96,29.81,129,73,202,50,https://finance.naver.com/item/main.nhn?code=036200
KOSPI,'000990,DB하이텍,11950,5306,4.83,27.62,113,90,203,51,https://finance.naver.com/item/main.nhn?code=000990
KOSDAQ,'160980,싸이맥스,7670,811,3.95,23.0,66,140,206,52,https://finance.naver.com/item/main.nhn?code=160980
KOSDAQ,'217270,넵튠,10600,2266,5.89,54.16,185,25,210,53,https://finance.naver.com/item/main.nhn?code=217270
KOSPI,'161000,애경유화,8310,2663,4.09,23.22,74,137,211,54,https://finance.naver.com/item/main.nhn?code=161000
KOSDAQ,'045660,에이텍,6110,505,3.91,21.65,64,153,217,55,https://finance.naver.com/item/main.nhn?code=045660
KOSPI,'210540,디와이파워,13700,1513,4.95,26.71,126,97,223,56,https://finance.naver.com/item/main.nhn?code=210540
KOSDAQ,'122640,예스티,7400,814,5.45,30.1,155,72,227,57,https://finance.naver.com/item/main.nhn?code=122640
KOSPI,'034300,신세계건설,27600,1104,3.8,20.18,55,172,227,58,https://finance.naver.com/item/main.nhn?code=034300
KOSPI,'136490,선진,11550,2747,4.01,20.98,69,162,231,59,https://finance.naver.com/item/main.nhn?code=136490
KOSDAQ,'039440,에스티아이,10400,1646,5.77,33.49,178,56,234,60,https://finance.naver.com/item/main.nhn?code=039440
KOSPI,'011170,롯데케미칼,276000,94600,4.22,21.52,79,155,234,61,https://finance.naver.com/item/main.nhn?code=011170
KOSPI,'029460,케이씨,13250,1796,5.43,27.73,152,89,241,62,https://finance.naver.com/item/main.nhn?code=029460
KOSDAQ,'263600,덕우전자,9760,792,4.77,23.26,109,133,242,63,https://finance.naver.com/item/main.nhn?code=263600
KOSPI,'007280,한국특수형강,2370,427,3.69,19.22,49,193,242,64,https://finance.naver.com/item/main.nhn?code=007280
KOSDAQ,'208140,정다운,2710,556,5.62,29.03,162,82,244,65,https://finance.naver.com/item/main.nhn?code=208140
KOSDAQ,'269620,시스웍,2045,368,4.95,24.38,127,120,247,66,https://finance.naver.com/item/main.nhn?code=269620
KOSDAQ,'900280,골든센츄리,907,847,3.25,17.97,31,220,251,67,https://finance.naver.com/item/main.nhn?code=900280
KOSDAQ,'013120,동원개발,4065,3691,3.67,18.31,48,210,258,68,https://finance.naver.com/item/main.nhn?code=013120
KOSPI,'005880,대한해운,22050,5386,4.25,19.97,81,178,259,69,https://finance.naver.com/item/main.nhn?code=005880
KOSPI,'009540,현대중공업,136500,94411,3.63,18.17,45,215,260,70,https://finance.naver.com/item/main.nhn?code=009540
KOSDAQ,'011560,세보엠이씨,8770,923,3.91,18.52,63,202,265,71,https://finance.naver.com/item/main.nhn?code=011560
KOSDAQ,'078150,HB테크놀러지,2770,2188,5.75,27.22,176,93,269,72,https://finance.naver.com/item/main.nhn?code=078150
KOSDAQ,'900290,GRT,2100,1415,2.68,16.67,20,249,269,73,https://finance.naver.com/item/main.nhn?code=900290
KOSPI,'006040,동원산업,215000,7231,4.33,19.65,86,187,273,74,https://finance.naver.com/item/main.nhn?code=006040
KOSDAQ,'039010,현대통신,10650,919,6.01,28.9,193,83,276,75,https://finance.naver.com/item/main.nhn?code=039010
KOSDAQ,'118990,모트렉스,4055,1105,4.72,20.09,107,175,282,76,https://finance.naver.com/item/main.nhn?code=118990
KOSPI,'010780,아이에스동서,30200,9318,4.76,19.87,108,180,288,77,https://finance.naver.com/item/main.nhn?code=010780
KOSDAQ,'036800,나이스정보통신,18950,1895,5.16,22.14,140,149,289,78,https://finance.naver.com/item/main.nhn?code=036800
KOSDAQ,'140070,서플러스글로벌,3075,1137,5.68,24.19,169,121,290,79,https://finance.naver.com/item/main.nhn?code=140070
KOSPI,'138040,메리츠금융지주,11950,16757,4.61,19.4,102,190,292,80,https://finance.naver.com/item/main.nhn?code=138040
KOSPI,'013580,계룡건설,21500,1920,3.67,16.7,47,248,295,81,https://finance.naver.com/item/main.nhn?code=013580
KOSPI,'020760,일진디스플,3560,1008,5.74,23.98,174,122,296,82,https://finance.naver.com/item/main.nhn?code=020760
KOSDAQ,'073560,우리손에프앤지,1615,1118,4.23,17.99,80,218,298,83,https://finance.naver.com/item/main.nhn?code=073560
KOSPI,'006090,사조오양,9990,941,3.92,17.32,65,235,300,84,https://finance.naver.com/item/main.nhn?code=006090
KOSPI,'004870,티웨이홀딩스,3080,2323,7.11,45.49,271,34,305,85,https://finance.naver.com/item/main.nhn?code=004870
KOSDAQ,'053610,프로텍,13750,1301,4.93,19.78,123,182,305,86,https://finance.naver.com/item/main.nhn?code=053610
KOSPI,'010620,현대미포조선,109000,21800,4.99,20.05,130,176,306,87,https://finance.naver.com/item/main.nhn?code=010620
KOSPI,'091810,티웨이항공,8810,4138,7.5,227.62,303,4,307,88,https://finance.naver.com/item/main.nhn?code=091810
KOSDAQ,'037030,파워넷,4005,481,5.96,23.89,191,123,314,89,https://finance.naver.com/item/main.nhn?code=037030
KOSDAQ,'900270,헝셩그룹,1255,1004,3.13,15.32,27,289,316,90,https://finance.naver.com/item/main.nhn?code=900270
KOSDAQ,'040910,아이씨디,7860,1313,5.21,20.04,141,177,318,91,https://finance.naver.com/item/main.nhn?code=040910
KOSDAQ,'043370,평화정공,6440,1352,1.81,15.06,13,305,318,92,https://finance.naver.com/item/main.nhn?code=043370
KOSDAQ,'179900,유티아이,5170,820,6.67,29.3,241,78,319,93,https://finance.naver.com/item/main.nhn?code=179900
KOSDAQ,'094820,일진파워,5250,792,5.42,20.38,149,170,319,94,https://finance.naver.com/item/main.nhn?code=094820
KOSDAQ,'900260,로스웰,1110,1008,3.35,15.57,37,282,319,95,https://finance.naver.com/item/main.nhn?code=900260
KOSDAQ,'070300,한솔시큐어,4845,357,6.42,26.07,221,104,325,96,https://finance.naver.com/item/main.nhn?code=070300
KOSDAQ,'033160,엠케이전자,8270,1803,4.03,16.27,71,260,331,97,https://finance.naver.com/item/main.nhn?code=033160
KOSDAQ,'056190,에스에프에이,37400,13430,6.82,29.26,254,79,333,98,https://finance.naver.com/item/main.nhn?code=056190
KOSDAQ,'122450,KMH,7710,1679,5.67,20.6,167,166,333,99,https://finance.naver.com/item/main.nhn?code=122450
KOSPI,'002000,한국유리,79300,7993,6.07,21.69,194,152,346,100,https://finance.naver.com/item/main.nhn?code=002000
KOSDAQ,'290740,액트로,14400,720,7.65,43.0,312,37,349,101,https://finance.naver.com/item/main.nhn?code=290740
KOSPI,'000060,메리츠화재,21800,24782,6.27,22.59,210,141,351,102,https://finance.naver.com/item/main.nhn?code=000060
KOSPI,'272450,진에어,21100,6330,7.75,47.84,321,31,352,103,https://finance.naver.com/item/main.nhn?code=272450
KOSDAQ,'225190,삼양옵틱스,13900,1395,7.79,51.21,326,29,355,104,https://finance.naver.com/item/main.nhn?code=225190
KOSDAQ,'089530,에이티세미콘,609,404,6.21,22.21,207,148,355,105,https://finance.naver.com/item/main.nhn?code=089530
KOSDAQ,'255220,SG,9160,1146,7.61,38.96,311,45,356,106,https://finance.naver.com/item/main.nhn?code=255220
KOSDAQ,'005710,대원산업,5630,1128,3.32,14.33,34,324,358,107,https://finance.naver.com/item/main.nhn?code=005710
KOSPI,'012630,HDC,17550,10485,3.4,14.36,40,322,362,108,https://finance.naver.com/item/main.nhn?code=012630
KOSPI,'041650,상신브레이크,3850,827,3.59,14.5,43,320,363,109,https://finance.naver.com/item/main.nhn?code=041650
KOSPI,'009830,한화케미칼,18550,30257,3.73,14.6,50,316,366,110,https://finance.naver.com/item/main.nhn?code=009830
KOSDAQ,'089890,코세스,5230,881,8.35,112.67,366,6,372,111,https://finance.naver.com/item/main.nhn?code=089890
KOSDAQ,'187870,디바이스이엔지,8490,576,6.21,20.13,206,174,380,112,https://finance.naver.com/item/main.nhn?code=187870
KOSPI,'000540,흥국화재,5060,3251,3.87,14.44,60,321,381,113,https://finance.naver.com/item/main.nhn?code=000540
KOSPI,'000370,한화손해보험,5920,6911,3.82,14.27,57,327,384,114,https://finance.naver.com/item/main.nhn?code=000370
KOSDAQ,'126700,하이비젼시스템,9320,1393,6.78,23.24,250,135,385,115,https://finance.naver.com/item/main.nhn?code=126700
KOSDAQ,'094970,제이엠티,2830,474,6.07,19.27,196,192,388,116,https://finance.naver.com/item/main.nhn?code=094970
KOSDAQ,'900250,크리스탈신소재,1380,935,3.29,13.58,33,355,388,117,https://finance.naver.com/item/main.nhn?code=900250
KOSPI,'000020,동화약품,9320,2603,5.54,17.1,156,240,396,118,https://finance.naver.com/item/main.nhn?code=000020
KOSDAQ,'161580,필옵틱스,8070,1394,7.42,26.63,298,100,398,119,https://finance.naver.com/item/main.nhn?code=161580
KOSDAQ,'020710,시공테크,6290,1261,6.73,21.5,245,156,401,120,https://finance.naver.com/item/main.nhn?code=020710
KOSDAQ,'037460,삼지전자,9400,1534,5.67,17.28,168,236,404,121,https://finance.naver.com/item/main.nhn?code=037460
KOSPI,'003550,LG,71500,123378,5.25,16.04,145,267,412,122,https://finance.naver.com/item/main.nhn?code=003550
KOSPI,'006650,대한유화,163500,10628,4.96,15.53,128,284,412,123,https://finance.naver.com/item/main.nhn?code=006650
KOSPI,'034220,LG디스플레이,18250,65301,3.62,13.19,44,371,415,124,https://finance.naver.com/item/main.nhn?code=034220
KOSDAQ,'024120,KB오토시스,5230,601,4.9,15.18,118,299,417,125,https://finance.naver.com/item/main.nhn?code=024120
KOSPI,'096760,JW홀딩스,7260,4593,8.47,38.03,376,46,422,126,https://finance.naver.com/item/main.nhn?code=096760
KOSDAQ,'144960,뉴파워프라즈마,13200,1089,5.77,16.91,179,243,422,127,https://finance.naver.com/item/main.nhn?code=144960
KOSDAQ,'217500,러셀,1730,550,8.56,39.52,379,44,423,128,https://finance.naver.com/item/main.nhn?code=217500
KOSDAQ,'003380,하림지주,11600,10856,4.59,14.34,101,323,424,129,https://finance.naver.com/item/main.nhn?code=003380
KOSDAQ,'225590,패션플랫폼,1410,355,7.83,26.69,329,98,427,130,https://finance.naver.com/item/main.nhn?code=225590
KOSPI,'058730,다스코,6980,1075,5.76,16.59,177,251,428,131,https://finance.naver.com/item/main.nhn?code=058730
KOSDAQ,'038540,상상인,19000,9072,8.89,41.0,394,41,435,132,https://finance.naver.com/item/main.nhn?code=038540
KOSPI,'002460,화성산업,14900,1855,4.16,13.5,76,359,435,133,https://finance.naver.com/item/main.nhn?code=002460
KOSDAQ,'037350,성도이엔지,5070,784,3.55,12.4,41,395,436,134,https://finance.naver.com/item/main.nhn?code=037350
KOSPI,'003960,사조대림,23800,1419,4.94,14.53,124,318,442,135,https://finance.naver.com/item/main.nhn?code=003960
KOSDAQ,'031330,에스에이엠티,1730,1730,5.86,16.27,182,261,443,136,https://finance.naver.com/item/main.nhn?code=031330
KOSPI,'000400,롯데손해보험,2710,3639,4.87,14.24,114,329,443,137,https://finance.naver.com/item/main.nhn?code=000400
KOSPI,'086280,현대글로비스,120000,45000,6.61,18.23,234,212,446,138,https://finance.naver.com/item/main.nhn?code=086280
KOSDAQ,'290270,휴네시온,9130,439,9.25,45.39,412,35,447,139,https://finance.naver.com/item/main.nhn?code=290270
KOSPI,'002020,코오롱,36300,4583,4.91,14.24,120,330,450,140,https://finance.naver.com/item/main.nhn?code=002020
KOSDAQ,'036000,예림당,5970,1375,7.02,19.68,265,186,451,141,https://finance.naver.com/item/main.nhn?code=036000
KOSDAQ,'093190,빅솔론,6410,1233,5.91,16.24,190,262,452,142,https://finance.naver.com/item/main.nhn?code=093190
KOSDAQ,'187270,신화콘텍,2965,301,4.57,13.55,100,356,456,143,https://finance.naver.com/item/main.nhn?code=187270
KOSDAQ,'036930,주성엔지니어링,7030,3392,8.07,25.0,345,114,459,144,https://finance.naver.com/item/main.nhn?code=036930
KOSDAQ,'192440,슈피겐코리아,46500,2891,7.11,19.6,272,188,460,145,https://finance.naver.com/item/main.nhn?code=192440
KOSPI,'014790,한라,4230,1644,4.26,12.8,82,383,465,146,https://finance.naver.com/item/main.nhn?code=014790
KOSDAQ,'089970,에이피티씨,5150,1197,9.88,60.77,449,18,467,147,https://finance.naver.com/item/main.nhn?code=089970
KOSPI,'012320,경동인베스트,38750,916,1.96,10.99,14,455,469,148,https://finance.naver.com/item/main.nhn?code=012320
KOSDAQ,'025950,동신건설,5680,477,4.46,13.01,94,376,470,149,https://finance.naver.com/item/main.nhn?code=025950
KOSDAQ,'093520,매커스,4265,689,7.54,20.63,307,165,472,150,https://finance.naver.com/item/main.nhn?code=093520
KOSDAQ,'183300,코미코,21700,1904,9.4,34.4,421,55,476,151,https://finance.naver.com/item/main.nhn?code=183300
KOSDAQ,'240810,원익IPS,21900,9039,9.48,35.83,426,51,477,152,https://finance.naver.com/item/main.nhn?code=240810
KOSPI,'152330,코리아오토글라스,12750,2550,5.7,14.98,171,306,477,153,https://finance.naver.com/item/main.nhn?code=152330
KOSPI,'085620,미래에셋생명,4500,7966,3.38,11.25,38,441,479,154,https://finance.naver.com/item/main.nhn?code=085620
KOSDAQ,'950170,JTC,7690,2692,7.38,19.7,295,185,480,155,https://finance.naver.com/item/main.nhn?code=950170
KOSDAQ,'092070,디엔에프,8280,891,6.74,17.34,247,234,481,156,https://finance.naver.com/item/main.nhn?code=092070
KOSPI,'078930,GS,51100,47480,4.91,13.42,119,362,481,157,https://finance.naver.com/item/main.nhn?code=078930
KOSDAQ,'102710,이엔에프테크놀로지,12250,1743,6.26,15.9,209,274,483,158,https://finance.naver.com/item/main.nhn?code=102710
KOSDAQ,'122990,와이솔,15750,3802,8.17,23.62,354,130,484,159,https://finance.naver.com/item/main.nhn?code=122990
KOSPI,'025530,SJM홀딩스,3290,491,3.21,11.02,30,454,484,160,https://finance.naver.com/item/main.nhn?code=025530
KOSPI,'210980,SK디앤디,27200,4394,8.09,23.14,346,139,485,161,https://finance.naver.com/item/main.nhn?code=210980
KOSDAQ,'067170,오텍,9680,1490,6.85,17.45,256,231,487,162,https://finance.naver.com/item/main.nhn?code=067170
KOSPI,'000320,노루홀딩스,12250,1628,3.87,11.67,61,426,487,163,https://finance.naver.com/item/main.nhn?code=000320
KOSPI,'013700,까뮤이앤씨,1150,519,6.15,15.31,201,290,491,164,https://finance.naver.com/item/main.nhn?code=013700
KOSDAQ,'090410,덕신하우징,1280,513,5.87,14.93,184,307,491,165,https://finance.naver.com/item/main.nhn?code=090410
KOSDAQ,'031980,피에스케이,14050,2857,7.24,18.47,286,206,492,166,https://finance.naver.com/item/main.nhn?code=031980
KOSDAQ,'064090,에프앤리퍼블릭,1895,1133,9.38,29.66,420,75,495,167,https://finance.naver.com/item/main.nhn?code=064090
KOSDAQ,'012700,리드코프,5880,1573,4.34,12.03,87,408,495,168,https://finance.naver.com/item/main.nhn?code=012700
KOSPI,'092780,동양피스톤,4365,575,4.82,12.68,112,387,499,169,https://finance.naver.com/item/main.nhn?code=092780
KOSPI,'005930,삼성전자,43150,2769939,7.96,21.01,339,161,500,170,https://finance.naver.com/item/main.nhn?code=005930
KOSPI,'120030,조선선재,82600,1039,6.76,16.58,248,252,500,171,https://finance.naver.com/item/main.nhn?code=120030
KOSPI,'010960,삼호개발,4820,1205,5.61,13.77,160,345,505,172,https://finance.naver.com/item/main.nhn?code=010960
KOSPI,'267850,아시아나IDT,12300,1365,6.34,15.24,214,295,509,173,https://finance.naver.com/item/main.nhn?code=267850
KOSPI,'293480,하나제약,22500,3645,10.05,35.63,461,52,513,174,https://finance.naver.com/item/main.nhn?code=293480
KOSPI,'089470,HDC현대EP,4180,1333,4.3,11.39,85,437,522,175,https://finance.naver.com/item/main.nhn?code=089470
KOSDAQ,'059120,아진엑스텍,8340,579,7.73,18.49,318,205,523,176,https://finance.naver.com/item/main.nhn?code=059120
KOSDAQ,'096630,에스코넥,1545,1008,7.22,17.11,284,239,523,177,https://finance.naver.com/item/main.nhn?code=096630
KOSPI,'003160,디아이,3795,1195,6.52,15.19,226,298,524,178,https://finance.naver.com/item/main.nhn?code=003160
KOSPI,'009190,대양금속,4005,493,10.65,46.46,495,32,527,179,https://finance.naver.com/item/main.nhn?code=009190
KOSDAQ,'030530,원익홀딩스,4100,3167,4.4,11.35,90,438,528,180,https://finance.naver.com/item/main.nhn?code=030530
KOSPI,'039490,키움증권,80500,17790,7.41,17.36,297,233,530,181,https://finance.naver.com/item/main.nhn?code=039490
KOSDAQ,'025880,케이씨피드,2075,347,4.99,12.25,131,400,531,182,https://finance.naver.com/item/main.nhn?code=025880
KOSDAQ,'155650,와이엠씨,8110,1620,9.64,26.66,435,99,534,183,https://finance.naver.com/item/main.nhn?code=155650
KOSDAQ,'173130,오파스넷,8850,356,8.35,20.58,367,167,534,184,https://finance.naver.com/item/main.nhn?code=173130
KOSPI,'134380,미원화학,42750,934,6.89,15.82,259,276,535,185,https://finance.naver.com/item/main.nhn?code=134380
KOSPI,'009460,한창제지,1545,922,7.8,18.34,327,209,536,186,https://finance.naver.com/item/main.nhn?code=009460
KOSDAQ,'023410,유진기업,5850,4512,5.23,12.44,143,393,536,187,https://finance.naver.com/item/main.nhn?code=023410
KOSDAQ,'018310,삼목에스폼,11250,1654,4.71,11.49,106,430,536,188,https://finance.naver.com/item/main.nhn?code=018310
KOSDAQ,'090460,비에이치,15600,4884,10.52,35.84,487,50,537,189,https://finance.naver.com/item/main.nhn?code=090460
KOSDAQ,'033290,코웰패션,4920,4453,10.19,29.71,464,74,538,190,https://finance.naver.com/item/main.nhn?code=033290
KOSPI,'130660,한전산업,3610,1177,8.43,20.41,372,168,540,191,https://finance.naver.com/item/main.nhn?code=130660
KOSPI,'103140,풍산,26850,7525,5.0,11.86,132,418,550,192,https://finance.naver.com/item/main.nhn?code=103140
KOSPI,'069260,휴켐스,24900,10179,8.9,21.3,395,159,554,193,https://finance.naver.com/item/main.nhn?code=069260
KOSDAQ,'045300,성우테크론,4310,390,6.72,14.84,244,310,554,194,https://finance.naver.com/item/main.nhn?code=045300
KOSDAQ,'070590,한솔인티큐브,2240,311,7.44,16.39,300,258,558,195,https://finance.naver.com/item/main.nhn?code=070590
KOSPI,'006840,AK홀딩스,51800,6862,6.89,15.08,258,304,562,196,https://finance.naver.com/item/main.nhn?code=006840
KOSDAQ,'032940,원익,4490,805,4.46,10.76,93,471,564,197,https://finance.naver.com/item/main.nhn?code=032940
KOSDAQ,'023910,대한약품,40100,2406,9.69,23.78,439,127,566,198,https://finance.naver.com/item/main.nhn?code=023910
KOSDAQ,'115310,인포바인,23050,736,6.78,14.62,251,315,566,199,https://finance.naver.com/item/main.nhn?code=115310
KOSDAQ,'226440,한송네오텍,1620,619,11.41,52.08,540,27,567,200,https://finance.naver.com/item/main.nhn?code=226440
KOSPI,'005420,코스모화학,14950,2368,9.75,23.85,444,124,568,201,https://finance.naver.com/item/main.nhn?code=005420
KOSPI,'005810,풍산홀딩스,35700,2797,4.17,10.27,77,492,569,202,https://finance.naver.com/item/main.nhn?code=005810
KOSDAQ,'189690,포시에스,5380,404,6.4,13.69,219,351,570,203,https://finance.naver.com/item/main.nhn?code=189690
KOSDAQ,'265560,영화테크,8440,451,6.93,14.9,262,309,571,204,https://finance.naver.com/item/main.nhn?code=265560
KOSDAQ,'088910,동우팜투테이블,3590,927,4.94,11.1,125,449,574,205,https://finance.naver.com/item/main.nhn?code=088910
KOSPI,'007700,F&F,51400,7916,10.57,28.66,492,85,577,206,https://finance.naver.com/item/main.nhn?code=007700
KOSDAQ,'045100,한양이엔지,13800,2484,7.2,15.21,282,296,578,207,https://finance.naver.com/item/main.nhn?code=045100
KOSPI,'180640,한진칼,30300,17929,8.15,17.59,352,230,582,208,https://finance.naver.com/item/main.nhn?code=180640
KOSPI,'005830,DB손해보험,68100,48215,7.29,15.21,291,297,588,209,https://finance.naver.com/item/main.nhn?code=005830
KOSPI,'030720,동원수산,9400,435,7.13,14.66,275,313,588,210,https://finance.naver.com/item/main.nhn?code=030720
KOSDAQ,'127710,아시아경제,2285,577,6.35,13.14,217,372,589,211,https://finance.naver.com/item/main.nhn?code=127710
KOSDAQ,'033320,제이씨현시스템,5520,1055,8.3,17.73,364,226,590,212,https://finance.naver.com/item/main.nhn?code=033320
KOSPI,'004380,삼익THK,10800,2268,8.03,16.56,342,253,595,213,https://finance.naver.com/item/main.nhn?code=004380
KOSDAQ,'035200,프럼파스트,3400,301,6.8,13.9,253,342,595,214,https://finance.naver.com/item/main.nhn?code=035200
KOSPI,'008350,남선알미늄,1550,1708,7.87,16.08,331,266,597,215,https://finance.naver.com/item/main.nhn?code=008350
KOSDAQ,'086390,유니테스트,12750,2695,11.15,29.34,523,77,600,216,https://finance.naver.com/item/main.nhn?code=086390
KOSDAQ,'147830,제룡산업,6760,676,8.17,16.76,355,245,600,217,https://finance.naver.com/item/main.nhn?code=147830
KOSDAQ,'005290,동진쎄미켐,8420,4329,9.36,19.73,419,183,602,218,https://finance.naver.com/item/main.nhn?code=005290
KOSDAQ,'035890,서희건설,1225,2125,6.62,13.36,237,365,602,219,https://finance.naver.com/item/main.nhn?code=035890
KOSDAQ,'033540,파라텍,5540,933,7.67,15.3,314,291,605,220,https://finance.naver.com/item/main.nhn?code=033540
KOSPI,'004990,롯데지주,56600,65976,5.34,10.96,147,458,605,221,https://finance.naver.com/item/main.nhn?code=004990
KOSPI,'005870,휴니드,8650,1221,7.53,15.17,305,301,606,222,https://finance.naver.com/item/main.nhn?code=005870
KOSDAQ,'065350,신성델타테크,3305,730,5.69,11.32,170,439,609,223,https://finance.naver.com/item/main.nhn?code=065350
KOSPI,'001630,종근당홀딩스,61300,3071,6.4,12.48,218,392,610,224,https://finance.naver.com/item/main.nhn?code=001630
