소속,종목코드,종목명,현재가,시가총액(억),PER,ROE,PER순위,ROE순위,순위합산,종합순위,종목그래프
KOSPI,'005440,현대그린푸드,13300,12995,11.46,7.12,543,738,1281,670,https://finance.naver.com/item/main.nhn?code=005440
KOSDAQ,'215360,우리산업,31600,2886,24.52,14.25,955,328,1283,671,https://finance.naver.com/item/main.nhn?code=215360
KOSDAQ,'011040,경동제약,12400,3292,16.08,9.51,742,545,1287,672,https://finance.naver.com/item/main.nhn?code=011040
KOSPI,'014830,유니드,45550,4049,10.23,6.19,468,819,1287,673,https://finance.naver.com/item/main.nhn?code=014830
KOSDAQ,'083650,비에이치아이,3970,1032,12.68,7.7,601,690,1291,674,https://finance.naver.com/item/main.nhn?code=083650
KOSPI,'009580,무림P&P,6420,4004,10.97,6.65,516,776,1292,675,https://finance.naver.com/item/main.nhn?code=009580
KOSPI,'029780,삼성카드,31750,36785,9.51,5.71,428,866,1294,676,https://finance.naver.com/item/main.nhn?code=029780
KOSDAQ,'044340,위닉스,14750,2636,21.32,11.97,887,411,1298,677,https://finance.naver.com/item/main.nhn?code=044340
KOSPI,'126560,현대에이치씨엔,4310,4865,11.17,6.71,527,771,1298,678,https://finance.naver.com/item/main.nhn?code=126560
KOSPI,'000810,삼성화재,280500,132886,14.68,8.46,675,625,1300,679,https://finance.naver.com/item/main.nhn?code=000810
KOSDAQ,'104830,원익머트리얼즈,25550,3221,15.7,9.06,724,578,1302,680,https://finance.naver.com/item/main.nhn?code=104830
KOSDAQ,'208710,바이오로그디바이스,1940,535,15.4,8.77,702,602,1304,681,https://finance.naver.com/item/main.nhn?code=208710
KOSDAQ,'029960,코엔텍,7870,3935,24.52,13.6,954,354,1308,682,https://finance.naver.com/item/main.nhn?code=029960
KOSDAQ,'054950,제이브이엠,31200,1975,17.24,9.82,786,526,1312,683,https://finance.naver.com/item/main.nhn?code=054950
KOSPI,'120110,코오롱인더,53400,14407,11.06,6.49,521,791,1312,684,https://finance.naver.com/item/main.nhn?code=120110
KOSDAQ,'130500,GH신소재,2385,262,10.28,5.95,473,844,1317,685,https://finance.naver.com/item/main.nhn?code=130500
KOSPI,'072710,농심홀딩스,72300,3353,8.25,4.78,360,959,1319,686,https://finance.naver.com/item/main.nhn?code=072710
KOSDAQ,'031310,아이즈비전,4870,768,13.6,7.75,639,681,1320,687,https://finance.naver.com/item/main.nhn?code=031310
KOSPI,'008060,대덕전자,9120,4450,12.49,7.22,590,730,1320,688,https://finance.naver.com/item/main.nhn?code=008060
KOSDAQ,'066970,엘앤에프,34400,8517,42.21,19.03,1125,196,1321,689,https://finance.naver.com/item/main.nhn?code=066970
KOSDAQ,'042520,한스바이오메드,25000,2464,31.49,15.57,1038,283,1321,690,https://finance.naver.com/item/main.nhn?code=042520
KOSDAQ,'069080,웹젠,18850,6656,22.0,11.91,908,414,1322,691,https://finance.naver.com/item/main.nhn?code=069080
KOSDAQ,'085670,뉴프렉스,3330,704,16.73,9.4,767,555,1322,692,https://finance.naver.com/item/main.nhn?code=085670
KOSDAQ,'091340,S&K폴리텍,3860,452,10.32,5.93,476,847,1323,693,https://finance.naver.com/item/main.nhn?code=091340
KOSDAQ,'099190,아이센스,20850,2864,18.19,10.07,816,508,1324,694,https://finance.naver.com/item/main.nhn?code=099190
KOSPI,'007340,디티알오토모티브,30100,3008,13.69,7.77,645,679,1324,695,https://finance.naver.com/item/main.nhn?code=007340
KOSDAQ,'024830,세원물산,5250,438,6.77,3.49,249,1075,1324,696,https://finance.naver.com/item/main.nhn?code=024830
KOSPI,'004450,삼화왕관,43450,936,11.16,6.37,526,799,1325,697,https://finance.naver.com/item/main.nhn?code=004450
KOSPI,'024720,한국콜마홀딩스,31300,5615,18.7,10.26,834,493,1327,698,https://finance.naver.com/item/main.nhn?code=024720
KOSPI,'009070,KCTC,2600,780,8.75,4.96,384,943,1327,699,https://finance.naver.com/item/main.nhn?code=009070
KOSPI,'111770,영원무역,38800,17193,15.82,8.79,729,599,1328,700,https://finance.naver.com/item/main.nhn?code=111770
KOSDAQ,'050960,수산아이앤티,6700,452,10.74,6.12,501,827,1328,701,https://finance.naver.com/item/main.nhn?code=050960
KOSDAQ,'022100,포스코 ICT,5500,8362,19.93,10.83,865,465,1330,702,https://finance.naver.com/item/main.nhn?code=022100
KOSPI,'012280,영화금속,1230,559,11.94,6.76,564,766,1330,703,https://finance.naver.com/item/main.nhn?code=012280
KOSPI,'004020,현대제철,42500,56714,7.92,4.35,336,994,1330,704,https://finance.naver.com/item/main.nhn?code=004020
KOSDAQ,'189860,서전기전,4490,435,15.59,8.58,716,615,1331,705,https://finance.naver.com/item/main.nhn?code=189860
KOSPI,'023000,삼원강재,2815,1126,10.24,5.73,470,864,1334,706,https://finance.naver.com/item/main.nhn?code=023000
KOSPI,'004720,우리들제약,7160,828,18.22,9.88,818,523,1341,707,https://finance.naver.com/item/main.nhn?code=004720
KOSDAQ,'036890,진성티이씨,8250,1855,18.5,9.9,826,519,1345,708,https://finance.naver.com/item/main.nhn?code=036890
KOSDAQ,'003670,포스코켐텍,69000,40758,39.36,17.16,1108,238,1346,709,https://finance.naver.com/item/main.nhn?code=003670
KOSDAQ,'054300,팬스타엔터프라이즈,737,303,13.16,7.35,627,720,1347,710,https://finance.naver.com/item/main.nhn?code=054300
KOSPI,'002140,고려산업,2205,550,10.76,5.93,502,848,1350,711,https://finance.naver.com/item/main.nhn?code=002140
KOSDAQ,'015750,성우하이텍,3535,2828,7.06,3.34,267,1085,1352,712,https://finance.naver.com/item/main.nhn?code=015750
KOSDAQ,'066130,하츠,3705,474,10.47,5.69,483,871,1354,713,https://finance.naver.com/item/main.nhn?code=066130
KOSDAQ,'200670,휴메딕스,25800,2412,20.89,10.69,879,479,1358,714,https://finance.naver.com/item/main.nhn?code=200670
KOSDAQ,'236200,슈프리마,23850,1689,18.57,9.8,829,529,1358,715,https://finance.naver.com/item/main.nhn?code=236200
KOSPI,'012750,에스원,95300,36213,25.27,12.42,966,394,1360,716,https://finance.naver.com/item/main.nhn?code=012750
KOSDAQ,'004590,한국가구,21150,634,11.57,6.27,553,807,1360,717,https://finance.naver.com/item/main.nhn?code=004590
KOSPI,'058860,케이티스,2320,807,9.67,5.23,438,922,1360,718,https://finance.naver.com/item/main.nhn?code=058860
KOSPI,'005300,롯데칠성,1473000,11774,13.68,7.36,643,718,1361,719,https://finance.naver.com/item/main.nhn?code=005300
KOSDAQ,'178920,SKC코오롱PI,33150,9735,29.7,13.75,1015,348,1363,720,https://finance.naver.com/item/main.nhn?code=178920
KOSDAQ,'048910,대원미디어,10000,1258,20.16,10.25,870,495,1365,721,https://finance.naver.com/item/main.nhn?code=048910
KOSDAQ,'009520,포스코엠텍,6110,2544,25.78,12.39,971,396,1367,722,https://finance.naver.com/item/main.nhn?code=009520
KOSDAQ,'038010,제일테크노스,3830,345,9.7,5.19,442,925,1367,723,https://finance.naver.com/item/main.nhn?code=038010
KOSDAQ,'038460,바이오스마트,4180,835,15.14,7.79,692,678,1370,724,https://finance.naver.com/item/main.nhn?code=038460
KOSPI,'004200,고려개발,5070,1543,23.26,11.49,939,432,1371,725,https://finance.naver.com/item/main.nhn?code=004200
KOSPI,'017800,현대엘리베이,90100,24470,23.7,11.6,945,427,1372,726,https://finance.naver.com/item/main.nhn?code=017800
KOSPI,'005610,SPC삼립,128500,11088,29.05,13.33,1006,367,1373,727,https://finance.naver.com/item/main.nhn?code=005610
KOSPI,'227840,현대코퍼레이션홀딩스,16700,1520,12.56,6.62,594,779,1373,728,https://finance.naver.com/item/main.nhn?code=227840
KOSDAQ,'066590,우수AMS,3540,874,16.86,8.78,773,601,1374,729,https://finance.naver.com/item/main.nhn?code=066590
KOSDAQ,'006140,피제이전자,4445,667,11.28,5.98,535,839,1374,730,https://finance.naver.com/item/main.nhn?code=006140
KOSPI,'003300,한일홀딩스,59900,3756,7.91,3.79,335,1040,1375,731,https://finance.naver.com/item/main.nhn?code=003300
KOSDAQ,'066900,디에이피,2510,571,10.82,5.71,509,867,1376,732,https://finance.naver.com/item/main.nhn?code=066900
KOSDAQ,'093380,풍강,2365,234,8.79,4.46,388,988,1376,733,https://finance.naver.com/item/main.nhn?code=093380
KOSDAQ,'098460,고영,84000,11498,43.08,16.76,1131,246,1377,734,https://finance.naver.com/item/main.nhn?code=098460
KOSPI,'105630,한세실업,19750,7900,18.27,9.34,819,559,1378,735,https://finance.naver.com/item/main.nhn?code=105630
KOSDAQ,'228850,레이언스,14700,2439,16.69,8.55,762,617,1379,736,https://finance.naver.com/item/main.nhn?code=228850
KOSPI,'009450,경동나비엔,45650,5816,22.01,10.73,909,474,1383,737,https://finance.naver.com/item/main.nhn?code=009450
KOSDAQ,'035900,JYP Ent.,33000,11658,70.06,21.38,1226,158,1384,738,https://finance.naver.com/item/main.nhn?code=035900
KOSPI,'013870,지엠비코리아,5970,1139,9.93,5.08,451,933,1384,739,https://finance.naver.com/item/main.nhn?code=013870
KOSDAQ,'067630,에이치엘비생명과학,17400,6316,57.24,19.28,1195,191,1386,740,https://finance.naver.com/item/main.nhn?code=067630
KOSDAQ,'064260,다날,3650,1985,14.78,7.49,681,705,1386,741,https://finance.naver.com/item/main.nhn?code=064260
KOSPI,'001720,신영증권,58800,5519,13.07,6.73,620,767,1387,742,https://finance.naver.com/item/main.nhn?code=001720
KOSDAQ,'046440,KG모빌리언스,7720,2309,15.6,7.8,717,676,1393,743,https://finance.naver.com/item/main.nhn?code=046440
KOSPI,'900140,엘브이엠씨홀딩스,2410,1154,7.75,3.55,322,1071,1393,744,https://finance.naver.com/item/main.nhn?code=900140
KOSDAQ,'225430,케이엠제약,3390,674,33.56,14.19,1060,334,1394,745,https://finance.naver.com/item/main.nhn?code=225430
KOSDAQ,'060480,국일신동,4035,447,15.0,7.49,690,706,1396,746,https://finance.naver.com/item/main.nhn?code=060480
KOSPI,'117580,대성에너지,5460,1502,10.11,5.01,463,939,1402,747,https://finance.naver.com/item/main.nhn?code=117580
KOSPI,'047050,포스코대우,18950,23380,13.12,6.61,624,781,1405,748,https://finance.naver.com/item/main.nhn?code=047050
KOSPI,'012330,현대모비스,176000,171325,10.93,5.43,513,894,1407,749,https://finance.naver.com/item/main.nhn?code=012330
KOSDAQ,'036090,위지트,1080,786,16.62,8.17,761,650,1411,750,https://finance.naver.com/item/main.nhn?code=036090
KOSPI,'006200,한국전자홀딩스,781,366,8.31,3.72,365,1049,1414,751,https://finance.naver.com/item/main.nhn?code=006200
KOSDAQ,'058400,KNN,775,1026,10.76,5.28,503,913,1416,752,https://finance.naver.com/item/main.nhn?code=058400
KOSDAQ,'207760,미스터블루,2560,625,22.07,10.09,911,506,1417,753,https://finance.naver.com/item/main.nhn?code=207760
KOSPI,'004360,세방,12500,2414,9.18,4.11,410,1010,1420,754,https://finance.naver.com/item/main.nhn?code=004360
KOSPI,'005750,대림B&Co,4065,678,9.63,4.48,434,987,1421,755,https://finance.naver.com/item/main.nhn?code=005750
KOSPI,'077500,유니퀘스트,6470,1758,14.41,6.88,666,756,1422,756,https://finance.naver.com/item/main.nhn?code=077500
KOSPI,'000430,대원강업,3585,2223,10.21,4.8,466,956,1422,757,https://finance.naver.com/item/main.nhn?code=000430
KOSDAQ,'014570,고려제약,7600,836,17.84,8.47,800,623,1423,758,https://finance.naver.com/item/main.nhn?code=014570
KOSDAQ,'039240,경남스틸,1900,475,11.18,5.38,528,901,1429,759,https://finance.naver.com/item/main.nhn?code=039240
KOSDAQ,'141020,포티스,2800,1340,35.0,13.42,1068,363,1431,760,https://finance.naver.com/item/main.nhn?code=141020
KOSDAQ,'041460,한국전자인증,3870,830,24.19,10.6,950,481,1431,761,https://finance.naver.com/item/main.nhn?code=041460
KOSDAQ,'054800,아이디스홀딩스,14450,1495,12.8,6.13,608,825,1433,762,https://finance.naver.com/item/main.nhn?code=054800
KOSDAQ,'038500,삼표시멘트,4140,4445,12.25,5.91,581,852,1433,763,https://finance.naver.com/item/main.nhn?code=038500
KOSPI,'123700,SJM,3005,469,8.28,3.55,361,1072,1433,764,https://finance.naver.com/item/main.nhn?code=123700
KOSDAQ,'230360,에코마케팅,12350,2001,26.0,10.94,975,460,1435,765,https://finance.naver.com/item/main.nhn?code=230360
KOSPI,'003240,태광산업,1391000,15487,11.16,5.29,524,911,1435,766,https://finance.naver.com/item/main.nhn?code=003240
KOSPI,'035150,백산,5740,1389,15.47,7.27,712,726,1438,767,https://finance.naver.com/item/main.nhn?code=035150
KOSPI,'079980,휴비스,7700,2656,11.86,5.64,563,876,1439,768,https://finance.naver.com/item/main.nhn?code=079980
KOSDAQ,'079940,가비아,6790,919,19.07,8.88,847,594,1441,769,https://finance.naver.com/item/main.nhn?code=079940
KOSDAQ,'079000,와토스코리아,5500,396,10.87,5.13,511,930,1441,770,https://finance.naver.com/item/main.nhn?code=079000
KOSDAQ,'060250,NHN한국사이버결제,12950,2838,25.9,10.78,973,469,1442,771,https://finance.naver.com/item/main.nhn?code=060250
KOSDAQ,'241690,유니테크노,15700,1873,30.19,11.82,1023,420,1443,772,https://finance.naver.com/item/main.nhn?code=241690
KOSPI,'214320,이노션,63900,12780,20.79,9.27,878,565,1443,773,https://finance.naver.com/item/main.nhn?code=214320
KOSDAQ,'080000,에스엔유,2470,848,13.42,6.22,634,811,1445,774,https://finance.naver.com/item/main.nhn?code=080000
KOSPI,'017180,명문제약,5720,1404,17.99,8.28,809,637,1446,775,https://finance.naver.com/item/main.nhn?code=017180
KOSDAQ,'078890,가온미디어,6260,909,12.23,5.67,577,874,1451,776,https://finance.naver.com/item/main.nhn?code=078890
KOSPI,'084690,대상홀딩스,7800,2825,11.16,5.16,525,928,1453,777,https://finance.naver.com/item/main.nhn?code=084690
KOSDAQ,'263770,유에스티,6670,1581,35.48,12.85,1074,382,1456,778,https://finance.naver.com/item/main.nhn?code=263770
KOSPI,'068270,셀트리온,236000,296076,73.87,17.84,1236,222,1458,779,https://finance.naver.com/item/main.nhn?code=068270
KOSDAQ,'140860,파크시스템스,38100,2532,54.9,15.95,1187,272,1459,780,https://finance.naver.com/item/main.nhn?code=140860
KOSPI,'001120,LG상사,16850,6531,10.85,4.93,510,949,1459,781,https://finance.naver.com/item/main.nhn?code=001120
KOSPI,'005070,코스모신소재,19600,3871,37.26,13.11,1087,373,1460,782,https://finance.naver.com/item/main.nhn?code=005070
KOSDAQ,'237750,피앤씨테크,9190,597,15.71,7.14,725,736,1461,783,https://finance.naver.com/item/main.nhn?code=237750
KOSPI,'007540,샘표,39800,1145,14.28,6.37,661,800,1461,784,https://finance.naver.com/item/main.nhn?code=007540
KOSPI,'010050,우리종금,806,5434,19.66,8.72,860,605,1465,785,https://finance.naver.com/item/main.nhn?code=010050
KOSDAQ,'058630,엠게임,2640,516,19.27,8.55,853,618,1471,786,https://finance.naver.com/item/main.nhn?code=058630
KOSPI,'003650,미창석유,82400,1433,11.49,5.07,545,934,1479,787,https://finance.naver.com/item/main.nhn?code=003650
KOSPI,'071320,지역난방공사,59400,6878,9.84,3.85,447,1033,1480,788,https://finance.naver.com/item/main.nhn?code=071320
KOSDAQ,'039980,리노스,2030,766,15.74,6.89,727,755,1482,789,https://finance.naver.com/item/main.nhn?code=039980
KOSPI,'049770,동원F&B,291000,11230,21.86,8.98,903,582,1485,790,https://finance.naver.com/item/main.nhn?code=049770
KOSDAQ,'044060,조광ILI,5230,517,15.52,6.67,714,774,1488,791,https://finance.naver.com/item/main.nhn?code=044060
KOSPI,'003080,성보화학,6110,1223,13.2,5.76,628,862,1490,792,https://finance.naver.com/item/main.nhn?code=003080
KOSDAQ,'033430,디에스티,1135,592,31.53,11.05,1039,453,1492,793,https://finance.naver.com/item/main.nhn?code=033430
KOSDAQ,'037440,희림,4520,629,16.99,7.37,776,717,1493,794,https://finance.naver.com/item/main.nhn?code=037440
KOSPI,'060980,한라홀딩스,44050,4759,11.06,4.64,522,972,1494,795,https://finance.naver.com/item/main.nhn?code=060980
KOSPI,'011150,CJ씨푸드,2370,852,18.66,7.96,831,664,1495,796,https://finance.naver.com/item/main.nhn?code=011150
KOSDAQ,'024810,이화전기,264,1589,15.53,6.62,715,780,1495,797,https://finance.naver.com/item/main.nhn?code=024810
KOSDAQ,'228340,동양파일,5410,1082,13.13,5.68,626,872,1498,798,https://finance.naver.com/item/main.nhn?code=228340
KOSDAQ,'038290,마크로젠,31450,3335,30.92,10.78,1029,470,1499,799,https://finance.naver.com/item/main.nhn?code=038290
KOSPI,'005820,원림,18050,397,10.71,4.23,499,1001,1500,800,https://finance.naver.com/item/main.nhn?code=005820
KOSPI,'251270,넷마블,129000,109990,33.09,11.17,1056,445,1501,801,https://finance.naver.com/item/main.nhn?code=251270
KOSDAQ,'037230,한국팩키지,1880,470,16.49,6.98,754,747,1501,802,https://finance.naver.com/item/main.nhn?code=037230
KOSPI,'018260,삼성에스디에스,185500,143536,27.06,9.91,986,518,1504,803,https://finance.naver.com/item/main.nhn?code=018260
KOSDAQ,'052260,SK바이오랜드,17800,2670,22.28,8.93,914,590,1504,804,https://finance.naver.com/item/main.nhn?code=052260
KOSDAQ,'061970,엘비세미콘,3620,1585,19.89,8.19,863,646,1509,805,https://finance.naver.com/item/main.nhn?code=061970
KOSDAQ,'084110,휴온스글로벌,44850,4666,18.36,7.69,821,692,1513,806,https://finance.naver.com/item/main.nhn?code=084110
KOSPI,'011760,현대상사,29150,3856,15.44,6.29,707,806,1513,807,https://finance.naver.com/item/main.nhn?code=011760
KOSPI,'063160,종근당바이오,21450,1122,13.99,5.78,654,860,1514,808,https://finance.naver.com/item/main.nhn?code=063160
KOSPI,'226320,잇츠한불,28700,6294,21.34,8.42,888,627,1515,809,https://finance.naver.com/item/main.nhn?code=226320
KOSDAQ,'121600,나노신소재,13500,1465,21.6,8.51,897,621,1518,810,https://finance.naver.com/item/main.nhn?code=121600
KOSPI,'015890,태경산업,5690,1663,15.17,6.1,693,828,1521,811,https://finance.naver.com/item/main.nhn?code=015890
KOSDAQ,'053620,태양,9340,803,11.57,4.69,552,969,1521,812,https://finance.naver.com/item/main.nhn?code=053620
KOSDAQ,'016920,카스,1360,292,13.33,5.44,631,892,1523,813,https://finance.naver.com/item/main.nhn?code=016920
KOSDAQ,'010470,오리콤,5130,590,14.41,5.74,668,863,1531,814,https://finance.naver.com/item/main.nhn?code=010470
KOSDAQ,'140670,알에스오토메이션,11300,1029,29.5,9.86,1011,524,1535,815,https://finance.naver.com/item/main.nhn?code=140670
KOSDAQ,'096240,청담러닝,19650,1508,24.97,9.08,960,576,1536,816,https://finance.naver.com/item/main.nhn?code=096240
KOSPI,'000680,LS네트웍스,2595,2045,9.94,3.36,453,1083,1536,817,https://finance.naver.com/item/main.nhn?code=000680
KOSDAQ,'017480,삼현철강,4655,731,11.64,4.54,554,984,1538,818,https://finance.naver.com/item/main.nhn?code=017480
KOSPI,'214330,금호에이치티,7160,712,14.18,5.57,659,880,1539,819,https://finance.naver.com/item/main.nhn?code=214330
KOSPI,'090430,아모레퍼시픽,169500,99087,29.69,9.81,1014,527,1541,820,https://finance.naver.com/item/main.nhn?code=090430
KOSDAQ,'038390,레드캡투어,15750,1353,15.81,6.21,728,813,1541,821,https://finance.naver.com/item/main.nhn?code=038390
KOSDAQ,'039420,케이엘넷,2615,632,22.54,8.54,923,620,1543,822,https://finance.naver.com/item/main.nhn?code=039420
KOSDAQ,'119500,포메탈,3165,375,15.44,5.99,708,838,1546,823,https://finance.naver.com/item/main.nhn?code=119500
KOSPI,'069730,DSR제강,3820,550,10.98,3.91,517,1029,1546,824,https://finance.naver.com/item/main.nhn?code=069730
KOSDAQ,'014970,삼륭물산,4070,616,15.24,5.93,698,849,1547,825,https://finance.naver.com/item/main.nhn?code=014970
KOSDAQ,'137400,피엔티,10500,926,18.49,7.32,825,723,1548,826,https://finance.naver.com/item/main.nhn?code=137400
KOSDAQ,'021040,대호피앤씨,1050,768,18.42,7.3,823,725,1548,827,https://finance.naver.com/item/main.nhn?code=021040
KOSDAQ,'032850,비트컴퓨터,5040,838,23.33,8.71,943,607,1550,828,https://finance.naver.com/item/main.nhn?code=032850
KOSDAQ,'080220,제주반도체,3985,1138,25.06,8.93,961,591,1552,829,https://finance.naver.com/item/main.nhn?code=080220
KOSPI,'012200,계양전기,3220,1050,12.63,4.84,598,954,1552,830,https://finance.naver.com/item/main.nhn?code=012200
KOSDAQ,'214370,케어젠,78700,8455,34.76,10.43,1066,487,1553,831,https://finance.naver.com/item/main.nhn?code=214370
KOSDAQ,'052460,아이크래프트,2395,350,15.97,6.2,738,815,1553,832,https://finance.naver.com/item/main.nhn?code=052460
KOSDAQ,'053800,안랩,43900,4396,27.0,9.15,985,569,1554,833,https://finance.naver.com/item/main.nhn?code=053800
KOSPI,'014580,백광소재,2675,738,12.99,5.02,617,937,1554,834,https://finance.naver.com/item/main.nhn?code=014580
KOSDAQ,'049070,인탑스,11550,1987,11.94,4.36,565,993,1558,835,https://finance.naver.com/item/main.nhn?code=049070
KOSPI,'015360,예스코홀딩스,40400,2424,10.71,3.61,498,1065,1563,836,https://finance.naver.com/item/main.nhn?code=015360
KOSPI,'009290,광동제약,7050,3696,15.95,6.07,736,830,1566,837,https://finance.naver.com/item/main.nhn?code=009290
KOSDAQ,'238090,앤디포스,17800,2682,33.21,10.03,1057,511,1568,838,https://finance.naver.com/item/main.nhn?code=238090
KOSDAQ,'036670,KCI,8120,915,23.0,8.29,932,636,1568,839,https://finance.naver.com/item/main.nhn?code=036670
KOSPI,'031440,신세계푸드,95100,3683,17.87,6.73,803,768,1571,840,https://finance.naver.com/item/main.nhn?code=031440
KOSPI,'092440,기신정기,3430,1002,11.47,3.94,544,1027,1571,841,https://finance.naver.com/item/main.nhn?code=092440
KOSPI,'003680,한성기업,6090,361,12.88,4.75,612,962,1574,842,https://finance.naver.com/item/main.nhn?code=003680
KOSDAQ,'091990,셀트리온헬스케어,80000,112421,63.8,13.36,1209,366,1575,843,https://finance.naver.com/item/main.nhn?code=091990
KOSPI,'001780,알루코,2895,2157,16.83,6.3,772,804,1576,844,https://finance.naver.com/item/main.nhn?code=001780
KOSDAQ,'007770,한일화학,10650,374,11.19,3.74,529,1047,1576,845,https://finance.naver.com/item/main.nhn?code=007770
KOSPI,'005190,동성화학,13550,723,13.84,5.14,649,929,1578,846,https://finance.naver.com/item/main.nhn?code=005190
KOSPI,'001680,대상,24250,8402,16.56,6.14,756,823,1579,847,https://finance.naver.com/item/main.nhn?code=001680
KOSPI,'002300,한국제지,16650,833,8.46,1.98,375,1205,1580,848,https://finance.naver.com/item/main.nhn?code=002300
KOSDAQ,'215790,이노인스트루먼트,4960,1006,23.29,8.25,942,639,1581,849,https://finance.naver.com/item/main.nhn?code=215790
KOSPI,'019680,대교,6830,5785,17.03,6.3,777,805,1582,850,https://finance.naver.com/item/main.nhn?code=019680
KOSPI,'004250,NPC,3650,1340,13.04,4.75,619,963,1582,851,https://finance.naver.com/item/main.nhn?code=004250
KOSPI,'020150,일진머티리얼즈,37850,17453,37.85,10.33,1093,491,1584,852,https://finance.naver.com/item/main.nhn?code=020150
KOSDAQ,'053300,한국정보인증,3790,1181,21.41,7.67,891,694,1585,853,https://finance.naver.com/item/main.nhn?code=053300
KOSPI,'011700,한신기계,2365,767,16.42,6.03,753,833,1586,854,https://finance.naver.com/item/main.nhn?code=011700
KOSPI,'001560,제일연마,6180,618,15.45,5.6,710,879,1589,855,https://finance.naver.com/item/main.nhn?code=001560
KOSPI,'000850,화천기공,41750,918,10.54,3.18,488,1101,1589,856,https://finance.naver.com/item/main.nhn?code=000850
KOSPI,'017390,서울가스,87900,4395,12.1,4.04,572,1019,1591,857,https://finance.naver.com/item/main.nhn?code=017390
KOSDAQ,'001540,안국약품,10450,1363,16.69,6.09,763,829,1592,858,https://finance.naver.com/item/main.nhn?code=001540
KOSDAQ,'097780,에스맥,1120,2474,18.06,6.59,811,783,1594,859,https://finance.naver.com/item/main.nhn?code=097780
KOSDAQ,'243840,신흥에스이씨,36450,2388,36.38,9.95,1080,516,1596,860,https://finance.naver.com/item/main.nhn?code=243840
KOSPI,'001510,SK증권,703,2506,12.78,4.42,607,990,1597,861,https://finance.naver.com/item/main.nhn?code=001510
KOSDAQ,'032820,우리기술,1345,1149,32.8,9.53,1055,543,1598,862,https://finance.naver.com/item/main.nhn?code=032820
KOSPI,'083370,동북아12호,5010,79,16.7,6.0,764,836,1600,863,https://finance.naver.com/item/main.nhn?code=083370
KOSPI,'083380,동북아13호,5010,79,16.7,6.0,765,837,1602,864,https://finance.naver.com/item/main.nhn?code=083380
KOSPI,'016800,퍼시스,31250,3594,16.29,5.86,748,854,1602,865,https://finance.naver.com/item/main.nhn?code=016800
KOSPI,'003070,코오롱글로벌,7280,1835,11.05,3.38,520,1082,1602,866,https://finance.naver.com/item/main.nhn?code=003070
KOSDAQ,'192080,더블유게임즈,62400,11386,30.78,9.04,1026,579,1605,867,https://finance.naver.com/item/main.nhn?code=192080
KOSPI,'004170,신세계,289000,28453,15.61,5.48,718,887,1605,868,https://finance.naver.com/item/main.nhn?code=004170
KOSDAQ,'091590,남화토건,11550,1356,17.45,6.21,794,814,1608,869,https://finance.naver.com/item/main.nhn?code=091590
KOSPI,'000490,대동공업,5400,1281,13.33,4.55,630,980,1610,870,https://finance.naver.com/item/main.nhn?code=000490
KOSPI,'069640,한세엠케이,8060,1040,13.92,4.76,650,961,1611,871,https://finance.naver.com/item/main.nhn?code=069640
KOSDAQ,'090850,이지웰페어,7310,736,32.49,9.29,1051,563,1614,872,https://finance.naver.com/item/main.nhn?code=090850
KOSDAQ,'073070,에스모,7760,6791,71.85,12.71,1232,385,1617,873,https://finance.naver.com/item/main.nhn?code=073070
KOSPI,'007210,벽산,2205,1512,13.96,4.74,652,965,1617,874,https://finance.naver.com/item/main.nhn?code=007210
KOSPI,'095570,AJ네트웍스,4930,2308,15.41,5.27,704,915,1619,875,https://finance.naver.com/item/main.nhn?code=095570
KOSDAQ,'126640,화신정공,1050,382,12.35,3.81,584,1035,1619,876,https://finance.naver.com/item/main.nhn?code=126640
KOSDAQ,'047310,파워로직스,6300,2164,19.94,6.91,866,754,1620,877,https://finance.naver.com/item/main.nhn?code=047310
KOSDAQ,'083550,케이엠,7660,766,17.61,6.14,796,824,1620,878,https://finance.naver.com/item/main.nhn?code=083550
KOSDAQ,'037950,엘컴텍,1690,1427,24.14,7.82,949,674,1623,879,https://finance.naver.com/item/main.nhn?code=037950
KOSPI,'000050,경방,11150,3057,12.08,3.67,571,1055,1626,880,https://finance.naver.com/item/main.nhn?code=000050
KOSDAQ,'089140,넥스턴,12800,1516,22.38,7.46,920,708,1628,881,https://finance.naver.com/item/main.nhn?code=089140
KOSPI,'028670,팬오션,4505,24082,16.81,5.8,771,858,1629,882,https://finance.naver.com/item/main.nhn?code=028670
KOSDAQ,'002290,삼일기업공사,3190,396,14.91,4.95,685,946,1631,883,https://finance.naver.com/item/main.nhn?code=002290
KOSDAQ,'089980,상아프론테크,11850,1690,21.78,7.18,900,734,1634,884,https://finance.naver.com/item/main.nhn?code=089980
KOSDAQ,'048830,엔피케이,1810,339,14.96,4.94,687,947,1634,885,https://finance.naver.com/item/main.nhn?code=048830
KOSPI,'081000,일진다이아,19850,2239,29.49,8.37,1010,630,1640,886,https://finance.naver.com/item/main.nhn?code=081000
KOSDAQ,'079650,서산,3185,637,16.33,5.43,749,895,1644,887,https://finance.naver.com/item/main.nhn?code=079650
KOSDAQ,'005670,푸드웰,5800,464,17.85,5.95,801,845,1646,888,https://finance.naver.com/item/main.nhn?code=005670
KOSDAQ,'000250,삼천당제약,39200,8665,57.56,11.09,1196,452,1648,889,https://finance.naver.com/item/main.nhn?code=000250
